form,class,deixis,tam
mɛð,unmarked,unmarked,unmarked
mɛ̀ð-á,unmarked,ventive,imperative
mɛ́ð-ɔ́,unmarked,itive,imperative
rə̀-mɛ̀ð-à,r,ventive,dependent
rə̀-mɛ̀ð-ɔ́,r,ventive,perfective
rə̀-mɛ̀ð-ɛ̀,r,itive,dependent
r-à-mɛ́ð-ɛ̀,r,itive,perfective
r-á-mɛ̀ð-ɔ́,r,ventive,imperfective
r-á-mɛ́ð-à,r,itive,imperfective
lə̀-mɛ̀ð-à,l,ventive,dependent
lə̀-mɛ̀ð-ɔ́,l,ventive,perfective
lə̀-mɛ̀ð-ɛ̀,l,itive,dependent
l-à-mɛ́ð-ɛ̀,l,itive,perfective
l-á-mɛ̀ð-ɔ́,l,ventive,imperfective
l-á-mɛ́ð-à,l,itive,imperfective
ŋə̀-mɛ̀ð-à,ŋ,ventive,dependent
ŋə̀-mɛ̀ð-ɔ́,ŋ,ventive,perfective
ŋə̀-mɛ̀ð-ɛ̀,ŋ,itive,dependent
ŋ-à-mɛ́ð-ɛ̀,ŋ,itive,perfective
ŋ-á-mɛ̀ð-ɔ́,ŋ,ventive,imperfective
ŋ-á-mɛ́ð-à,ŋ,itive,imperfective
ɲə̀-mɛ̀ð-à,ɲ,ventive,dependent
ɲə̀-mɛ̀ð-ɔ́,ɲ,ventive,perfective
ɲə̀-mɛ̀ð-ɛ̀,ɲ,itive,dependent
ɲ-à-mɛ́ð-ɛ̀,ɲ,itive,perfective
ɲ-á-mɛ̀ð-ɔ́,ɲ,ventive,imperfective
ɲ-á-mɛ́ð-à,ɲ,itive,imperfective
nə̀-mɛ̀ð-à,n,ventive,dependent
nə̀-mɛ̀ð-ɔ́,n,ventive,perfective
nə̀-mɛ̀ð-ɛ̀,n,itive,dependent
n-à-mɛ́ð-ɛ̀,n,itive,perfective
n-á-mɛ̀ð-ɔ́,n,ventive,imperfective
n-á-mɛ́ð-à,n,itive,imperfective
jə̀-mɛ̀ð-à,j,ventive,dependent
jə̀-mɛ̀ð-ɔ́,j,ventive,perfective
jə̀-mɛ̀ð-ɛ̀,j,itive,dependent
j-à-mɛ́ð-ɛ̀,j,itive,perfective
j-á-mɛ̀ð-ɔ́,j,ventive,imperfective
j-á-mɛ́ð-à,j,itive,imperfective
ðə̀-mɛ̀ð-à,ð,ventive,dependent
ðə̀-mɛ̀ð-ɔ́,ð,ventive,perfective
ðə̀-mɛ̀ð-ɛ̀,ð,itive,dependent
ðə́-mɛ́ð-á,ð,unmarked,infinitive
ð-à-mɛ́ð-ɛ̀,ð,itive,perfective
ð-á-mɛ̀ð-ɔ́,ð,ventive,imperfective
ð-á-mɛ́ð-à,ð,itive,imperfective
kə̀-mɛ̀ð-à,g,ventive,dependent
kə̀-mɛ̀ð-ɔ́,g,ventive,perfective
kə̀-mɛ̀ð-ɛ̀,g,itive,dependent
k-à-mɛ́ð-ɛ̀,g,itive,perfective
k-á-mɛ̀ð-ɔ́,g,ventive,imperfective
k-á-mɛ́ð-à,g,itive,imperfective
t̪ə̀-mɛ̀ð-à,t̪,ventive,dependent
t̪ə̀-mɛ̀ð-ɔ́,t̪,ventive,perfective
t̪ə̀-mɛ̀ð-ɛ̀,t̪,itive,dependent
t̪-à-mɛ́ð-ɛ̀,t̪,itive,perfective
t̪-á-mɛ̀ð-ɔ́,t̪,ventive,imperfective
t̪-á-mɛ́ð-à,t̪,itive,imperfective
ɔɾ,unmarked,unmarked,unmarked
ɔ̀ɾ-ɔ́,unmarked,ventive,imperative
ɔ́ɾ-ɔ́,unmarked,itive,imperative
r-ɔ̀ɾ-ɔ̀,r,ventive,dependent
r-ɔ̀ɾ-ɔ́,r,ventive,perfective
r-ɔ̀ɾ-ɛ̀,r,itive,dependent
r-à-ɔ́ɾ-ɛ̀,r,itive,perfective
r-á-ɔ̀ɾ-ɔ́,r,ventive,imperfective
r-á-ɔ́ɾ-ɔ̀,r,itive,imperfective
l-ɔ̀ɾ-ɔ̀,l,ventive,dependent
l-ɔ̀ɾ-ɔ́,l,ventive,perfective
l-ɔ̀ɾ-ɛ̀,l,itive,dependent
l-à-ɔ́ɾ-ɛ̀,l,itive,perfective
l-á-ɔ̀ɾ-ɔ́,l,ventive,imperfective
l-á-ɔ́ɾ-ɔ̀,l,itive,imperfective
ŋ-ɔ̀ɾ-ɔ̀,ŋ,ventive,dependent
ŋ-ɔ̀ɾ-ɔ́,ŋ,ventive,perfective
ŋ-ɔ̀ɾ-ɛ̀,ŋ,itive,dependent
ŋ-à-ɔ́ɾ-ɛ̀,ŋ,itive,perfective
ŋ-á-ɔ̀ɾ-ɔ́,ŋ,ventive,imperfective
ŋ-á-ɔ́ɾ-ɔ̀,ŋ,itive,imperfective
ɲ-ɔ̀ɾ-ɔ̀,ɲ,ventive,dependent
ɲ-ɔ̀ɾ-ɔ́,ɲ,ventive,perfective
ɲ-ɔ̀ɾ-ɛ̀,ɲ,itive,dependent
ɲ-à-ɔ́ɾ-ɛ̀,ɲ,itive,perfective
ɲ-á-ɔ̀ɾ-ɔ́,ɲ,ventive,imperfective
ɲ-á-ɔ́ɾ-ɔ̀,ɲ,itive,imperfective
n-ɔ̀ɾ-ɔ̀,n,ventive,dependent
n-ɔ̀ɾ-ɔ́,n,ventive,perfective
n-ɔ̀ɾ-ɛ̀,n,itive,dependent
n-à-ɔ́ɾ-ɛ̀,n,itive,perfective
n-á-ɔ̀ɾ-ɔ́,n,ventive,imperfective
n-á-ɔ́ɾ-ɔ̀,n,itive,imperfective
j-ɔ̀ɾ-ɔ̀,j,ventive,dependent
j-ɔ̀ɾ-ɔ́,j,ventive,perfective
j-ɔ̀ɾ-ɛ̀,j,itive,dependent
j-à-ɔ́ɾ-ɛ̀,j,itive,perfective
j-á-ɔ̀ɾ-ɔ́,j,ventive,imperfective
j-á-ɔ́ɾ-ɔ̀,j,itive,imperfective
ð-ɔ̀ɾ-ɔ̀,ð,ventive,dependent
ð-ɔ̀ɾ-ɔ́,ð,ventive,perfective
ð-ɔ̀ɾ-ɛ̀,ð,itive,dependent
ð-ɔ́ɾ-ɔ́,ð,unmarked,infinitive
ð-à-ɔ́ɾ-ɛ̀,ð,itive,perfective
ð-á-ɔ̀ɾ-ɔ́,ð,ventive,imperfective
ð-á-ɔ́ɾ-ɔ̀,ð,itive,imperfective
k-ɔ̀ɾ-ɔ̀,g,ventive,dependent
k-ɔ̀ɾ-ɔ́,g,ventive,perfective
k-ɔ̀ɾ-ɛ̀,g,itive,dependent
k-à-ɔ́ɾ-ɛ̀,g,itive,perfective
k-á-ɔ̀ɾ-ɔ́,g,ventive,imperfective
k-á-ɔ́ɾ-ɔ̀,g,itive,imperfective
t̪-ɔ̀ɾ-ɔ̀,t̪,ventive,dependent
t̪-ɔ̀ɾ-ɔ́,t̪,ventive,perfective
t̪-ɔ̀ɾ-ɛ̀,t̪,itive,dependent
t̪-à-ɔ́ɾ-ɛ̀,t̪,itive,perfective
t̪-á-ɔ̀ɾ-ɔ́,t̪,ventive,imperfective
t̪-á-ɔ́ɾ-ɔ̀,t̪,itive,imperfective
aɾ,unmarked,unmarked,unmarked
àɾ-á,unmarked,ventive,imperative
áɾ-ɔ́,unmarked,itive,imperative
r-àɾ-à,r,ventive,dependent
r-àɾ-ɔ́,r,ventive,perfective
r-àɾ-ɛ̀,r,itive,dependent
r-à-áɾ-ɛ̀,r,itive,perfective
r-á-àɾ-ɔ́,r,ventive,imperfective
r-á-áɾ-à,r,itive,imperfective
l-àɾ-à,l,ventive,dependent
l-àɾ-ɔ́,l,ventive,perfective
l-àɾ-ɛ̀,l,itive,dependent
l-à-áɾ-ɛ̀,l,itive,perfective
l-á-àɾ-ɔ́,l,ventive,imperfective
l-á-áɾ-à,l,itive,imperfective
ŋ-àɾ-à,ŋ,ventive,dependent
ŋ-àɾ-ɔ́,ŋ,ventive,perfective
ŋ-àɾ-ɛ̀,ŋ,itive,dependent
ŋ-à-áɾ-ɛ̀,ŋ,itive,perfective
ŋ-á-àɾ-ɔ́,ŋ,ventive,imperfective
ŋ-á-áɾ-à,ŋ,itive,imperfective
ɲ-àɾ-à,ɲ,ventive,dependent
ɲ-àɾ-ɔ́,ɲ,ventive,perfective
ɲ-àɾ-ɛ̀,ɲ,itive,dependent
ɲ-à-áɾ-ɛ̀,ɲ,itive,perfective
ɲ-á-àɾ-ɔ́,ɲ,ventive,imperfective
ɲ-á-áɾ-à,ɲ,itive,imperfective
n-àɾ-à,n,ventive,dependent
n-àɾ-ɔ́,n,ventive,perfective
n-àɾ-ɛ̀,n,itive,dependent
n-à-áɾ-ɛ̀,n,itive,perfective
n-á-àɾ-ɔ́,n,ventive,imperfective
n-á-áɾ-à,n,itive,imperfective
j-àɾ-à,j,ventive,dependent
j-àɾ-ɔ́,j,ventive,perfective
j-àɾ-ɛ̀,j,itive,dependent
j-à-áɾ-ɛ̀,j,itive,perfective
j-á-àɾ-ɔ́,j,ventive,imperfective
j-á-áɾ-à,j,itive,imperfective
ð-àɾ-à,ð,ventive,dependent
ð-àɾ-ɔ́,ð,ventive,perfective
ð-àɾ-ɛ̀,ð,itive,dependent
ð-áɾ-á,ð,unmarked,infinitive
ð-à-áɾ-ɛ̀,ð,itive,perfective
ð-á-àɾ-ɔ́,ð,ventive,imperfective
ð-á-áɾ-à,ð,itive,imperfective
k-àɾ-à,g,ventive,dependent
k-àɾ-ɔ́,g,ventive,perfective
k-àɾ-ɛ̀,g,itive,dependent
k-à-áɾ-ɛ̀,g,itive,perfective
k-á-àɾ-ɔ́,g,ventive,imperfective
k-á-áɾ-à,g,itive,imperfective
t̪-àɾ-à,t̪,ventive,dependent
t̪-àɾ-ɔ́,t̪,ventive,perfective
t̪-àɾ-ɛ̀,t̪,itive,dependent
t̪-à-áɾ-ɛ̀,t̪,itive,perfective
t̪-á-àɾ-ɔ́,t̪,ventive,imperfective
t̪-á-áɾ-à,t̪,itive,imperfective
duɾ,unmarked,unmarked,unmarked
dùɾ-ɔ́,unmarked,ventive,imperative
dúɾ-ɔ́,unmarked,itive,imperative
rə̀-dùɾ-ɔ̀,r,ventive,dependent
rə̀-dùɾ-ɔ́,r,ventive,perfective
rə̀-dùɾ-ɛ̀,r,itive,dependent
r-à-dúɾ-ɛ̀,r,itive,perfective
r-á-dùɾ-ɔ́,r,ventive,imperfective
r-á-dúɾ-ɔ̀,r,itive,imperfective
lə̀-dùɾ-ɔ̀,l,ventive,dependent
lə̀-dùɾ-ɔ́,l,ventive,perfective
lə̀-dùɾ-ɛ̀,l,itive,dependent
l-à-dúɾ-ɛ̀,l,itive,perfective
l-á-dùɾ-ɔ́,l,ventive,imperfective
l-á-dúɾ-ɔ̀,l,itive,imperfective
ŋə̀-dùɾ-ɔ̀,ŋ,ventive,dependent
ŋə̀-dùɾ-ɔ́,ŋ,ventive,perfective
ŋə̀-dùɾ-ɛ̀,ŋ,itive,dependent
ŋ-à-dúɾ-ɛ̀,ŋ,itive,perfective
ŋ-á-dùɾ-ɔ́,ŋ,ventive,imperfective
ŋ-á-dúɾ-ɔ̀,ŋ,itive,imperfective
ɲə̀-dùɾ-ɔ̀,ɲ,ventive,dependent
ɲə̀-dùɾ-ɔ́,ɲ,ventive,perfective
ɲə̀-dùɾ-ɛ̀,ɲ,itive,dependent
ɲ-à-dúɾ-ɛ̀,ɲ,itive,perfective
ɲ-á-dùɾ-ɔ́,ɲ,ventive,imperfective
ɲ-á-dúɾ-ɔ̀,ɲ,itive,imperfective
nə̀-dùɾ-ɔ̀,n,ventive,dependent
nə̀-dùɾ-ɔ́,n,ventive,perfective
nə̀-dùɾ-ɛ̀,n,itive,dependent
n-à-dúɾ-ɛ̀,n,itive,perfective
n-á-dùɾ-ɔ́,n,ventive,imperfective
n-á-dúɾ-ɔ̀,n,itive,imperfective
jə̀-dùɾ-ɔ̀,j,ventive,dependent
jə̀-dùɾ-ɔ́,j,ventive,perfective
jə̀-dùɾ-ɛ̀,j,itive,dependent
j-à-dúɾ-ɛ̀,j,itive,perfective
j-á-dùɾ-ɔ́,j,ventive,imperfective
j-á-dúɾ-ɔ̀,j,itive,imperfective
ðə̀-dùɾ-ɔ̀,ð,ventive,dependent
ðə̀-dùɾ-ɔ́,ð,ventive,perfective
ðə̀-dùɾ-ɛ̀,ð,itive,dependent
ðə́-dúɾ-ɔ́,ð,unmarked,infinitive
ð-à-dúɾ-ɛ̀,ð,itive,perfective
ð-á-dùɾ-ɔ́,ð,ventive,imperfective
ð-á-dúɾ-ɔ̀,ð,itive,imperfective
kə̀-dùɾ-ɔ̀,g,ventive,dependent
kə̀-dùɾ-ɔ́,g,ventive,perfective
kə̀-dùɾ-ɛ̀,g,itive,dependent
k-à-dúɾ-ɛ̀,g,itive,perfective
k-á-dùɾ-ɔ́,g,ventive,imperfective
k-á-dúɾ-ɔ̀,g,itive,imperfective
t̪ə̀-dùɾ-ɔ̀,t̪,ventive,dependent
t̪ə̀-dùɾ-ɔ́,t̪,ventive,perfective
t̪ə̀-dùɾ-ɛ̀,t̪,itive,dependent
t̪-à-dúɾ-ɛ̀,t̪,itive,perfective
t̪-á-dùɾ-ɔ́,t̪,ventive,imperfective
t̪-á-dúɾ-ɔ̀,t̪,itive,imperfective
ad,unmarked,unmarked,unmarked
ád-í,unmarked,itive,imperative
ɔ̀d-ɔ́,unmarked,ventive,imperative
r-àd-ì,r,itive,dependent
r-àd-í,r,ventive,perfective
r-ɔ̀d-ɔ̀,r,ventive,dependent
r-à-ád-ì,r,itive,perfective
r-á-àd-í,r,ventive,imperfective
r-á-ɔ́d-ɔ̀,r,itive,imperfective
l-àd-ì,l,itive,dependent
l-àd-í,l,ventive,perfective
l-ɔ̀d-ɔ̀,l,ventive,dependent
l-à-ád-ì,l,itive,perfective
l-á-àd-í,l,ventive,imperfective
l-á-ɔ́d-ɔ̀,l,itive,imperfective
ŋ-àd-ì,ŋ,itive,dependent
ŋ-àd-í,ŋ,ventive,perfective
ŋ-ɔ̀d-ɔ̀,ŋ,ventive,dependent
ŋ-à-ád-ì,ŋ,itive,perfective
ŋ-á-àd-í,ŋ,ventive,imperfective
ŋ-á-ɔ́d-ɔ̀,ŋ,itive,imperfective
ɲ-àd-ì,ɲ,itive,dependent
ɲ-àd-í,ɲ,ventive,perfective
ɲ-ɔ̀d-ɔ̀,ɲ,ventive,dependent
ɲ-à-ád-ì,ɲ,itive,perfective
ɲ-á-àd-í,ɲ,ventive,imperfective
ɲ-á-ɔ́d-ɔ̀,ɲ,itive,imperfective
n-àd-ì,n,itive,dependent
n-àd-í,n,ventive,perfective
n-ɔ̀d-ɔ̀,n,ventive,dependent
n-à-ád-ì,n,itive,perfective
n-á-àd-í,n,ventive,imperfective
n-á-ɔ́d-ɔ̀,n,itive,imperfective
j-àd-ì,j,itive,dependent
j-àd-í,j,ventive,perfective
j-ɔ̀d-ɔ̀,j,ventive,dependent
j-à-ád-ì,j,itive,perfective
j-á-àd-í,j,ventive,imperfective
j-á-ɔ́d-ɔ̀,j,itive,imperfective
ð-àd-ì,ð,itive,dependent
ð-àd-í,ð,ventive,perfective
ð-ɔ̀d-ɔ̀,ð,ventive,dependent
ð-ɔ́d-ɔ́,ð,unmarked,infinitive
ð-à-ád-ì,ð,itive,perfective
ð-á-àd-í,ð,ventive,imperfective
ð-á-ɔ́d-ɔ̀,ð,itive,imperfective
k-àd-ì,g,itive,dependent
k-àd-í,g,ventive,perfective
k-ɔ̀d-ɔ̀,g,ventive,dependent
k-à-ád-ì,g,itive,perfective
k-á-àd-í,g,ventive,imperfective
k-á-ɔ́d-ɔ̀,g,itive,imperfective
t̪-àd-ì,t̪,itive,dependent
t̪-àd-í,t̪,ventive,perfective
t̪-ɔ̀d-ɔ̀,t̪,ventive,dependent
t̪-à-ád-ì,t̪,itive,perfective
t̪-á-àd-í,t̪,ventive,imperfective
t̪-á-ɔ́d-ɔ̀,t̪,itive,imperfective
adɔŋɔn,unmarked,unmarked,unmarked
ɔ̀dɔ̀ŋɔ̀n-ɔ́,unmarked,ventive,imperative
ɔ́dɔ́ŋɔ́n-ɔ́,unmarked,itive,imperative
r-àdɔ̀ŋɔ̀n-ɛ̀,r,itive,dependent
r-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,r,ventive,dependent
r-ɔ̀dɔ̀ŋɔ̀n-ɔ́,r,ventive,perfective
r-à-ádɔ̀ŋɔ̀n-ɛ̀,r,itive,perfective
r-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,r,ventive,imperfective
r-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,r,itive,imperfective
l-àdɔ̀ŋɔ̀n-ɛ̀,l,itive,dependent
l-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,l,ventive,dependent
l-ɔ̀dɔ̀ŋɔ̀n-ɔ́,l,ventive,perfective
l-à-ádɔ̀ŋɔ̀n-ɛ̀,l,itive,perfective
l-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,l,ventive,imperfective
l-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,l,itive,imperfective
ŋ-àdɔ̀ŋɔ̀n-ɛ̀,ŋ,itive,dependent
ŋ-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,ŋ,ventive,dependent
ŋ-ɔ̀dɔ̀ŋɔ̀n-ɔ́,ŋ,ventive,perfective
ŋ-à-ádɔ̀ŋɔ̀n-ɛ̀,ŋ,itive,perfective
ŋ-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,ŋ,ventive,imperfective
ŋ-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,ŋ,itive,imperfective
ɲ-àdɔ̀ŋɔ̀n-ɛ̀,ɲ,itive,dependent
ɲ-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,ɲ,ventive,dependent
ɲ-ɔ̀dɔ̀ŋɔ̀n-ɔ́,ɲ,ventive,perfective
ɲ-à-ádɔ̀ŋɔ̀n-ɛ̀,ɲ,itive,perfective
ɲ-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,ɲ,ventive,imperfective
ɲ-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,ɲ,itive,imperfective
n-àdɔ̀ŋɔ̀n-ɛ̀,n,itive,dependent
n-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,n,ventive,dependent
n-ɔ̀dɔ̀ŋɔ̀n-ɔ́,n,ventive,perfective
n-à-ádɔ̀ŋɔ̀n-ɛ̀,n,itive,perfective
n-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,n,ventive,imperfective
n-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,n,itive,imperfective
j-àdɔ̀ŋɔ̀n-ɛ̀,j,itive,dependent
j-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,j,ventive,dependent
j-ɔ̀dɔ̀ŋɔ̀n-ɔ́,j,ventive,perfective
j-à-ádɔ̀ŋɔ̀n-ɛ̀,j,itive,perfective
j-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,j,ventive,imperfective
j-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,j,itive,imperfective
ð-àdɔ̀ŋɔ̀n-ɛ̀,ð,itive,dependent
ð-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,ð,ventive,dependent
ð-ɔ̀dɔ̀ŋɔ̀n-ɔ́,ð,ventive,perfective
ð-ɔ́dɔ́ŋɔ́n-ɔ́,ð,unmarked,infinitive
ð-à-ádɔ̀ŋɔ̀n-ɛ̀,ð,itive,perfective
ð-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,ð,ventive,imperfective
ð-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,ð,itive,imperfective
k-àdɔ̀ŋɔ̀n-ɛ̀,g,itive,dependent
k-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,g,ventive,dependent
k-ɔ̀dɔ̀ŋɔ̀n-ɔ́,g,ventive,perfective
k-à-ádɔ̀ŋɔ̀n-ɛ̀,g,itive,perfective
k-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,g,ventive,imperfective
k-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,g,itive,imperfective
t̪-àdɔ̀ŋɔ̀n-ɛ̀,t̪,itive,dependent
t̪-ɔ̀dɔ̀ŋɔ̀n-ɔ̀,t̪,ventive,dependent
t̪-ɔ̀dɔ̀ŋɔ̀n-ɔ́,t̪,ventive,perfective
t̪-à-ádɔ̀ŋɔ̀n-ɛ̀,t̪,itive,perfective
t̪-á-ɔ̀dɔ̀ŋɔ̀n-ɔ́,t̪,ventive,imperfective
t̪-á-ɔ́dɔ̀ŋɔ̀n-ɔ̀,t̪,itive,imperfective
kəlc,unmarked,unmarked,unmarked
kə̀lc-á,unmarked,ventive,imperative
kə́lc-í,unmarked,itive,imperative
rə̀-kə̀lc-à,r,ventive,dependent
rə̀-kə̀lc-ì,r,itive,dependent
rə̀-kə̀lc-í,r,ventive,perfective
r-à-kə́lc-ì,r,itive,perfective
r-á-kə̀lc-í,r,ventive,imperfective
r-á-kə́lc-à,r,itive,imperfective
lə̀-kə̀lc-à,l,ventive,dependent
lə̀-kə̀lc-ì,l,itive,dependent
lə̀-kə̀lc-í,l,ventive,perfective
l-à-kə́lc-ì,l,itive,perfective
l-á-kə̀lc-í,l,ventive,imperfective
l-á-kə́lc-à,l,itive,imperfective
ŋə̀-kə̀lc-à,ŋ,ventive,dependent
ŋə̀-kə̀lc-ì,ŋ,itive,dependent
ŋə̀-kə̀lc-í,ŋ,ventive,perfective
ŋ-à-kə́lc-ì,ŋ,itive,perfective
ŋ-á-kə̀lc-í,ŋ,ventive,imperfective
ŋ-á-kə́lc-à,ŋ,itive,imperfective
ɲə̀-kə̀lc-à,ɲ,ventive,dependent
ɲə̀-kə̀lc-ì,ɲ,itive,dependent
ɲə̀-kə̀lc-í,ɲ,ventive,perfective
ɲ-à-kə́lc-ì,ɲ,itive,perfective
ɲ-á-kə̀lc-í,ɲ,ventive,imperfective
ɲ-á-kə́lc-à,ɲ,itive,imperfective
nə̀-kə̀lc-à,n,ventive,dependent
nə̀-kə̀lc-ì,n,itive,dependent
nə̀-kə̀lc-í,n,ventive,perfective
n-à-kə́lc-ì,n,itive,perfective
n-á-kə̀lc-í,n,ventive,imperfective
n-á-kə́lc-à,n,itive,imperfective
jə̀-kə̀lc-à,j,ventive,dependent
jə̀-kə̀lc-ì,j,itive,dependent
jə̀-kə̀lc-í,j,ventive,perfective
j-à-kə́lc-ì,j,itive,perfective
j-á-kə̀lc-í,j,ventive,imperfective
j-á-kə́lc-à,j,itive,imperfective
ðə̀-kə̀lc-à,ð,ventive,dependent
ðə̀-kə̀lc-ì,ð,itive,dependent
ðə̀-kə̀lc-í,ð,ventive,perfective
ðə́-kə́lc-á,ð,unmarked,infinitive
ð-à-kə́lc-ì,ð,itive,perfective
ð-á-kə̀lc-í,ð,ventive,imperfective
ð-á-kə́lc-à,ð,itive,imperfective
kə̀-kə̀lc-à,g,ventive,dependent
kə̀-kə̀lc-ì,g,itive,dependent
kə̀-kə̀lc-í,g,ventive,perfective
k-à-kə́lc-ì,g,itive,perfective
k-á-kə̀lc-í,g,ventive,imperfective
k-á-kə́lc-à,g,itive,imperfective
t̪ə̀-kə̀lc-à,t̪,ventive,dependent
t̪ə̀-kə̀lc-ì,t̪,itive,dependent
t̪ə̀-kə̀lc-í,t̪,ventive,perfective
t̪-à-kə́lc-ì,t̪,itive,perfective
t̪-á-kə̀lc-í,t̪,ventive,imperfective
t̪-á-kə́lc-à,t̪,itive,imperfective
waj,unmarked,unmarked,unmarked
wàj-á,unmarked,ventive,imperative
wáj-í,unmarked,itive,imperative
rə̀-wàj-à,r,ventive,dependent
rə̀-wàj-ì,r,itive,dependent
rə̀-wàj-í,r,ventive,perfective
r-à-wáj-ì,r,itive,perfective
r-á-wàj-í,r,ventive,imperfective
r-á-wáj-à,r,itive,imperfective
lə̀-wàj-à,l,ventive,dependent
lə̀-wàj-ì,l,itive,dependent
lə̀-wàj-í,l,ventive,perfective
l-à-wáj-ì,l,itive,perfective
l-á-wàj-í,l,ventive,imperfective
l-á-wáj-à,l,itive,imperfective
ŋə̀-wàj-à,ŋ,ventive,dependent
ŋə̀-wàj-ì,ŋ,itive,dependent
ŋə̀-wàj-í,ŋ,ventive,perfective
ŋ-à-wáj-ì,ŋ,itive,perfective
ŋ-á-wàj-í,ŋ,ventive,imperfective
ŋ-á-wáj-à,ŋ,itive,imperfective
ɲə̀-wàj-à,ɲ,ventive,dependent
ɲə̀-wàj-ì,ɲ,itive,dependent
ɲə̀-wàj-í,ɲ,ventive,perfective
ɲ-à-wáj-ì,ɲ,itive,perfective
ɲ-á-wàj-í,ɲ,ventive,imperfective
ɲ-á-wáj-à,ɲ,itive,imperfective
nə̀-wàj-à,n,ventive,dependent
nə̀-wàj-ì,n,itive,dependent
nə̀-wàj-í,n,ventive,perfective
n-à-wáj-ì,n,itive,perfective
n-á-wàj-í,n,ventive,imperfective
n-á-wáj-à,n,itive,imperfective
jə̀-wàj-à,j,ventive,dependent
jə̀-wàj-ì,j,itive,dependent
jə̀-wàj-í,j,ventive,perfective
j-à-wáj-ì,j,itive,perfective
j-á-wàj-í,j,ventive,imperfective
j-á-wáj-à,j,itive,imperfective
ðə̀-wàj-à,ð,ventive,dependent
ðə̀-wàj-ì,ð,itive,dependent
ðə̀-wàj-í,ð,ventive,perfective
ðə́-wáj-á,ð,unmarked,infinitive
ð-à-wáj-ì,ð,itive,perfective
ð-á-wàj-í,ð,ventive,imperfective
ð-á-wáj-à,ð,itive,imperfective
kə̀-wàj-à,g,ventive,dependent
kə̀-wàj-ì,g,itive,dependent
kə̀-wàj-í,g,ventive,perfective
k-à-wáj-ì,g,itive,perfective
k-á-wàj-í,g,ventive,imperfective
k-á-wáj-à,g,itive,imperfective
t̪ə̀-wàj-à,t̪,ventive,dependent
t̪ə̀-wàj-ì,t̪,itive,dependent
t̪ə̀-wàj-í,t̪,ventive,perfective
t̪-à-wáj-ì,t̪,itive,perfective
t̪-á-wàj-í,t̪,ventive,imperfective
t̪-á-wáj-à,t̪,itive,imperfective
vɔ̀ɽ-ɔ́,unmarked,ventive,imperative
vɜɽ,unmarked,unmarked,unmarked
vɜ́ɽ-í,unmarked,itive,imperative
rə̀-vɔ̀ɽ-ɔ̀,r,ventive,dependent
rə̀-vɜ̀ɽ-ì,r,itive,dependent
rə̀-vɜ̀ɽ-í,r,ventive,perfective
r-à-vɜ́ɽ-ì,r,itive,perfective
r-á-vɔ́ɽ-ɔ̀,r,itive,imperfective
r-á-vɜ̀ɽ-í,r,ventive,imperfective
lə̀-vɔ̀ɽ-ɔ̀,l,ventive,dependent
lə̀-vɜ̀ɽ-ì,l,itive,dependent
lə̀-vɜ̀ɽ-í,l,ventive,perfective
l-à-vɜ́ɽ-ì,l,itive,perfective
l-á-vɔ́ɽ-ɔ̀,l,itive,imperfective
l-á-vɜ̀ɽ-í,l,ventive,imperfective
ŋə̀-vɔ̀ɽ-ɔ̀,ŋ,ventive,dependent
ŋə̀-vɜ̀ɽ-ì,ŋ,itive,dependent
ŋə̀-vɜ̀ɽ-í,ŋ,ventive,perfective
ŋ-à-vɜ́ɽ-ì,ŋ,itive,perfective
ŋ-á-vɔ́ɽ-ɔ̀,ŋ,itive,imperfective
ŋ-á-vɜ̀ɽ-í,ŋ,ventive,imperfective
ɲə̀-vɔ̀ɽ-ɔ̀,ɲ,ventive,dependent
ɲə̀-vɜ̀ɽ-ì,ɲ,itive,dependent
ɲə̀-vɜ̀ɽ-í,ɲ,ventive,perfective
ɲ-à-vɜ́ɽ-ì,ɲ,itive,perfective
ɲ-á-vɔ́ɽ-ɔ̀,ɲ,itive,imperfective
ɲ-á-vɜ̀ɽ-í,ɲ,ventive,imperfective
