form,class,deixis,tam
jə̀-r̀d-ɛ̀,j,itive,dependent
j-à-ŕd-ɛ̀,j,itive,perfective
j-á-r̀d-ɔ́,j,ventive,imperfective
j-á-ŕd-à,j,itive,imperfective
ðə̀-r̀d-à,ð,ventive,dependent
ðə̀-r̀d-ɔ́,ð,ventive,perfective
ðə̀-r̀d-ɛ̀,ð,itive,dependent
ðə́-ŕd-á,ð,unmarked,infinitive
ð-à-ŕd-ɛ̀,ð,itive,perfective
ð-á-r̀d-ɔ́,ð,ventive,imperfective
ð-á-ŕd-à,ð,itive,imperfective
kə̀-r̀d-à,g,ventive,dependent
kə̀-r̀d-ɔ́,g,ventive,perfective
kə̀-r̀d-ɛ̀,g,itive,dependent
k-à-ŕd-ɛ̀,g,itive,perfective
k-á-r̀d-ɔ́,g,ventive,imperfective
k-á-ŕd-à,g,itive,imperfective
t̪ə̀-r̀d-à,t̪,ventive,dependent
t̪ə̀-r̀d-ɔ́,t̪,ventive,perfective
t̪ə̀-r̀d-ɛ̀,t̪,itive,dependent
t̪-à-ŕd-ɛ̀,t̪,itive,perfective
t̪-á-r̀d-ɔ́,t̪,ventive,imperfective
t̪-á-ŕd-à,t̪,itive,imperfective
kɛɾ,unmarked,unmarked,unmarked
kɛ̀ɾ-á,unmarked,ventive,imperative
kɛ́ɾ-ɔ́,unmarked,itive,imperative
rə̀-kɛ̀ɾ-à,r,ventive,dependent
rə̀-kɛ̀ɾ-ɔ́,r,ventive,perfective
rə̀-kɛ̀ɾ-ɛ̀,r,itive,dependent
r-à-kɛ́ɾ-ɛ̀,r,itive,perfective
r-á-kɛ̀ɾ-ɔ́,r,ventive,imperfective
r-á-kɛ́ɾ-à,r,itive,imperfective
lə̀-kɛ̀ɾ-à,l,ventive,dependent
lə̀-kɛ̀ɾ-ɔ́,l,ventive,perfective
lə̀-kɛ̀ɾ-ɛ̀,l,itive,dependent
l-à-kɛ́ɾ-ɛ̀,l,itive,perfective
l-á-kɛ̀ɾ-ɔ́,l,ventive,imperfective
l-á-kɛ́ɾ-à,l,itive,imperfective
ŋə̀-kɛ̀ɾ-à,ŋ,ventive,dependent
ŋə̀-kɛ̀ɾ-ɔ́,ŋ,ventive,perfective
ŋə̀-kɛ̀ɾ-ɛ̀,ŋ,itive,dependent
ŋ-à-kɛ́ɾ-ɛ̀,ŋ,itive,perfective
ŋ-á-kɛ̀ɾ-ɔ́,ŋ,ventive,imperfective
ŋ-á-kɛ́ɾ-à,ŋ,itive,imperfective
ɲə̀-kɛ̀ɾ-à,ɲ,ventive,dependent
ɲə̀-kɛ̀ɾ-ɔ́,ɲ,ventive,perfective
ɲə̀-kɛ̀ɾ-ɛ̀,ɲ,itive,dependent
ɲ-à-kɛ́ɾ-ɛ̀,ɲ,itive,perfective
ɲ-á-kɛ̀ɾ-ɔ́,ɲ,ventive,imperfective
ɲ-á-kɛ́ɾ-à,ɲ,itive,imperfective
nə̀-kɛ̀ɾ-à,n,ventive,dependent
nə̀-kɛ̀ɾ-ɔ́,n,ventive,perfective
nə̀-kɛ̀ɾ-ɛ̀,n,itive,dependent
n-à-kɛ́ɾ-ɛ̀,n,itive,perfective
n-á-kɛ̀ɾ-ɔ́,n,ventive,imperfective
n-á-kɛ́ɾ-à,n,itive,imperfective
jə̀-kɛ̀ɾ-à,j,ventive,dependent
jə̀-kɛ̀ɾ-ɔ́,j,ventive,perfective
jə̀-kɛ̀ɾ-ɛ̀,j,itive,dependent
j-à-kɛ́ɾ-ɛ̀,j,itive,perfective
j-á-kɛ̀ɾ-ɔ́,j,ventive,imperfective
j-á-kɛ́ɾ-à,j,itive,imperfective
ðə̀-kɛ̀ɾ-à,ð,ventive,dependent
ðə̀-kɛ̀ɾ-ɔ́,ð,ventive,perfective
ðə̀-kɛ̀ɾ-ɛ̀,ð,itive,dependent
ðə́-kɛ́ɾ-á,ð,unmarked,infinitive
ð-à-kɛ́ɾ-ɛ̀,ð,itive,perfective
ð-á-kɛ̀ɾ-ɔ́,ð,ventive,imperfective
ð-á-kɛ́ɾ-à,ð,itive,imperfective
kə̀-kɛ̀ɾ-à,g,ventive,dependent
kə̀-kɛ̀ɾ-ɔ́,g,ventive,perfective
kə̀-kɛ̀ɾ-ɛ̀,g,itive,dependent
k-à-kɛ́ɾ-ɛ̀,g,itive,perfective
k-á-kɛ̀ɾ-ɔ́,g,ventive,imperfective
k-á-kɛ́ɾ-à,g,itive,imperfective
t̪ə̀-kɛ̀ɾ-à,t̪,ventive,dependent
t̪ə̀-kɛ̀ɾ-ɔ́,t̪,ventive,perfective
t̪ə̀-kɛ̀ɾ-ɛ̀,t̪,itive,dependent
t̪-à-kɛ́ɾ-ɛ̀,t̪,itive,perfective
t̪-á-kɛ̀ɾ-ɔ́,t̪,ventive,imperfective
t̪-á-kɛ́ɾ-à,t̪,itive,imperfective
ij,unmarked,unmarked,unmarked
ìj-á,unmarked,ventive,imperative
íj-ɔ́,unmarked,itive,imperative
r-ìj-à,r,ventive,dependent
r-ìj-ɔ́,r,ventive,perfective
r-ìj-ɛ̀,r,itive,dependent
r-à-íj-ɛ̀,r,itive,perfective
r-á-ìj-ɔ́,r,ventive,imperfective
r-á-íj-à,r,itive,imperfective
l-ìj-à,l,ventive,dependent
l-ìj-ɔ́,l,ventive,perfective
l-ìj-ɛ̀,l,itive,dependent
l-à-íj-ɛ̀,l,itive,perfective
l-á-ìj-ɔ́,l,ventive,imperfective
l-á-íj-à,l,itive,imperfective
ŋ-ìj-à,ŋ,ventive,dependent
ŋ-ìj-ɔ́,ŋ,ventive,perfective
ŋ-ìj-ɛ̀,ŋ,itive,dependent
ŋ-à-íj-ɛ̀,ŋ,itive,perfective
ŋ-á-ìj-ɔ́,ŋ,ventive,imperfective
ŋ-á-íj-à,ŋ,itive,imperfective
ɲ-ìj-à,ɲ,ventive,dependent
ɲ-ìj-ɔ́,ɲ,ventive,perfective
ɲ-ìj-ɛ̀,ɲ,itive,dependent
ɲ-à-íj-ɛ̀,ɲ,itive,perfective
ɲ-á-ìj-ɔ́,ɲ,ventive,imperfective
ɲ-á-íj-à,ɲ,itive,imperfective
n-ìj-à,n,ventive,dependent
n-ìj-ɔ́,n,ventive,perfective
n-ìj-ɛ̀,n,itive,dependent
n-à-íj-ɛ̀,n,itive,perfective
n-á-ìj-ɔ́,n,ventive,imperfective
n-á-íj-à,n,itive,imperfective
j-ìj-à,j,ventive,dependent
j-ìj-ɔ́,j,ventive,perfective
j-ìj-ɛ̀,j,itive,dependent
j-à-íj-ɛ̀,j,itive,perfective
j-á-ìj-ɔ́,j,ventive,imperfective
j-á-íj-à,j,itive,imperfective
ð-ìj-à,ð,ventive,dependent
ð-ìj-ɔ́,ð,ventive,perfective
ð-ìj-ɛ̀,ð,itive,dependent
ð-íj-á,ð,unmarked,infinitive
ð-à-íj-ɛ̀,ð,itive,perfective
ð-á-ìj-ɔ́,ð,ventive,imperfective
ð-á-íj-à,ð,itive,imperfective
k-ìj-à,g,ventive,dependent
k-ìj-ɔ́,g,ventive,perfective
k-ìj-ɛ̀,g,itive,dependent
k-à-íj-ɛ̀,g,itive,perfective
k-á-ìj-ɔ́,g,ventive,imperfective
k-á-íj-à,g,itive,imperfective
t̪-ìj-à,t̪,ventive,dependent
t̪-ìj-ɔ́,t̪,ventive,perfective
t̪-ìj-ɛ̀,t̪,itive,dependent
t̪-à-íj-ɛ̀,t̪,itive,perfective
t̪-á-ìj-ɔ́,t̪,ventive,imperfective
t̪-á-íj-à,t̪,itive,imperfective
avt̪,unmarked,unmarked,unmarked
àvt̪-á,unmarked,ventive,imperative
ávt̪-ɔ́,unmarked,itive,imperative
r-àvt̪-à,r,ventive,dependent
r-àvt̪-ɔ́,r,ventive,perfective
r-àvt̪-ɛ̀,r,itive,dependent
r-à-ávt̪-ɛ̀,r,itive,perfective
r-á-àvt̪-ɔ́,r,ventive,imperfective
r-á-ávt̪-à,r,itive,imperfective
l-àvt̪-à,l,ventive,dependent
l-àvt̪-ɔ́,l,ventive,perfective
l-àvt̪-ɛ̀,l,itive,dependent
l-à-ávt̪-ɛ̀,l,itive,perfective
l-á-àvt̪-ɔ́,l,ventive,imperfective
l-á-ávt̪-à,l,itive,imperfective
ŋ-àvt̪-à,ŋ,ventive,dependent
ŋ-àvt̪-ɔ́,ŋ,ventive,perfective
ŋ-àvt̪-ɛ̀,ŋ,itive,dependent
ŋ-à-ávt̪-ɛ̀,ŋ,itive,perfective
ŋ-á-àvt̪-ɔ́,ŋ,ventive,imperfective
ŋ-á-ávt̪-à,ŋ,itive,imperfective
ɲ-àvt̪-à,ɲ,ventive,dependent
ɲ-àvt̪-ɔ́,ɲ,ventive,perfective
ɲ-àvt̪-ɛ̀,ɲ,itive,dependent
ɲ-à-ávt̪-ɛ̀,ɲ,itive,perfective
ɲ-á-àvt̪-ɔ́,ɲ,ventive,imperfective
ɲ-á-ávt̪-à,ɲ,itive,imperfective
n-àvt̪-à,n,ventive,dependent
n-àvt̪-ɔ́,n,ventive,perfective
n-àvt̪-ɛ̀,n,itive,dependent
n-à-ávt̪-ɛ̀,n,itive,perfective
n-á-àvt̪-ɔ́,n,ventive,imperfective
n-á-ávt̪-à,n,itive,imperfective
j-àvt̪-à,j,ventive,dependent
j-àvt̪-ɔ́,j,ventive,perfective
j-àvt̪-ɛ̀,j,itive,dependent
j-à-ávt̪-ɛ̀,j,itive,perfective
j-á-àvt̪-ɔ́,j,ventive,imperfective
j-á-ávt̪-à,j,itive,imperfective
ð-àvt̪-à,ð,ventive,dependent
ð-àvt̪-ɔ́,ð,ventive,perfective
ð-àvt̪-ɛ̀,ð,itive,dependent
ð-ávt̪-á,ð,unmarked,infinitive
ð-à-ávt̪-ɛ̀,ð,itive,perfective
ð-á-àvt̪-ɔ́,ð,ventive,imperfective
ð-á-ávt̪-à,ð,itive,imperfective
k-àvt̪-à,g,ventive,dependent
k-àvt̪-ɔ́,g,ventive,perfective
k-àvt̪-ɛ̀,g,itive,dependent
k-à-ávt̪-ɛ̀,g,itive,perfective
k-á-àvt̪-ɔ́,g,ventive,imperfective
k-á-ávt̪-à,g,itive,imperfective
t̪-àvt̪-à,t̪,ventive,dependent
t̪-àvt̪-ɔ́,t̪,ventive,perfective
t̪-àvt̪-ɛ̀,t̪,itive,dependent
t̪-à-ávt̪-ɛ̀,t̪,itive,perfective
t̪-á-àvt̪-ɔ́,t̪,ventive,imperfective
t̪-á-ávt̪-à,t̪,itive,imperfective
mɛɾð,unmarked,unmarked,unmarked
mɛ̀ɾð-á,unmarked,ventive,imperative
mɛ́ɾð-ɔ́,unmarked,itive,imperative
rə̀-mɛ̀ɾð-à,r,ventive,dependent
rə̀-mɛ̀ɾð-ɔ́,r,ventive,perfective
rə̀-mɛ̀ɾð-ɛ̀,r,itive,dependent
r-à-mɛ́ɾð-ɛ̀,r,itive,perfective
r-á-mɛ̀ɾð-ɔ́,r,ventive,imperfective
r-á-mɛ́ɾð-à,r,itive,imperfective
lə̀-mɛ̀ɾð-à,l,ventive,dependent
lə̀-mɛ̀ɾð-ɔ́,l,ventive,perfective
lə̀-mɛ̀ɾð-ɛ̀,l,itive,dependent
l-à-mɛ́ɾð-ɛ̀,l,itive,perfective
l-á-mɛ̀ɾð-ɔ́,l,ventive,imperfective
l-á-mɛ́ɾð-à,l,itive,imperfective
ŋə̀-mɛ̀ɾð-à,ŋ,ventive,dependent
ŋə̀-mɛ̀ɾð-ɔ́,ŋ,ventive,perfective
ŋə̀-mɛ̀ɾð-ɛ̀,ŋ,itive,dependent
ŋ-à-mɛ́ɾð-ɛ̀,ŋ,itive,perfective
ŋ-á-mɛ̀ɾð-ɔ́,ŋ,ventive,imperfective
ŋ-á-mɛ́ɾð-à,ŋ,itive,imperfective
ɲə̀-mɛ̀ɾð-à,ɲ,ventive,dependent
ɲə̀-mɛ̀ɾð-ɔ́,ɲ,ventive,perfective
ɲə̀-mɛ̀ɾð-ɛ̀,ɲ,itive,dependent
ɲ-à-mɛ́ɾð-ɛ̀,ɲ,itive,perfective
ɲ-á-mɛ̀ɾð-ɔ́,ɲ,ventive,imperfective
ɲ-á-mɛ́ɾð-à,ɲ,itive,imperfective
nə̀-mɛ̀ɾð-à,n,ventive,dependent
nə̀-mɛ̀ɾð-ɔ́,n,ventive,perfective
nə̀-mɛ̀ɾð-ɛ̀,n,itive,dependent
n-à-mɛ́ɾð-ɛ̀,n,itive,perfective
n-á-mɛ̀ɾð-ɔ́,n,ventive,imperfective
n-á-mɛ́ɾð-à,n,itive,imperfective
jə̀-mɛ̀ɾð-à,j,ventive,dependent
jə̀-mɛ̀ɾð-ɔ́,j,ventive,perfective
jə̀-mɛ̀ɾð-ɛ̀,j,itive,dependent
j-à-mɛ́ɾð-ɛ̀,j,itive,perfective
j-á-mɛ̀ɾð-ɔ́,j,ventive,imperfective
j-á-mɛ́ɾð-à,j,itive,imperfective
ðə̀-mɛ̀ɾð-à,ð,ventive,dependent
ðə̀-mɛ̀ɾð-ɔ́,ð,ventive,perfective
ðə̀-mɛ̀ɾð-ɛ̀,ð,itive,dependent
ðə́-mɛ́ɾð-á,ð,unmarked,infinitive
ð-à-mɛ́ɾð-ɛ̀,ð,itive,perfective
ð-á-mɛ̀ɾð-ɔ́,ð,ventive,imperfective
ð-á-mɛ́ɾð-à,ð,itive,imperfective
kə̀-mɛ̀ɾð-à,g,ventive,dependent
kə̀-mɛ̀ɾð-ɔ́,g,ventive,perfective
kə̀-mɛ̀ɾð-ɛ̀,g,itive,dependent
k-à-mɛ́ɾð-ɛ̀,g,itive,perfective
k-á-mɛ̀ɾð-ɔ́,g,ventive,imperfective
k-á-mɛ́ɾð-à,g,itive,imperfective
t̪ə̀-mɛ̀ɾð-à,t̪,ventive,dependent
t̪ə̀-mɛ̀ɾð-ɔ́,t̪,ventive,perfective
t̪ə̀-mɛ̀ɾð-ɛ̀,t̪,itive,dependent
t̪-à-mɛ́ɾð-ɛ̀,t̪,itive,perfective
t̪-á-mɛ̀ɾð-ɔ́,t̪,ventive,imperfective
t̪-á-mɛ́ɾð-à,t̪,itive,imperfective
ɾɔð,unmarked,unmarked,unmarked
ɾɔ̀ð-á,unmarked,ventive,imperative
ɾɔ́ð-ɔ́,unmarked,itive,imperative
rə̀-ɾɔ̀ð-à,r,ventive,dependent
rə̀-ɾɔ̀ð-ɔ́,r,ventive,perfective
rə̀-ɾɔ̀ð-ɛ̀,r,itive,dependent
r-à-ɾɔ́ð-ɛ̀,r,itive,perfective
r-á-ɾɔ̀ð-ɔ́,r,ventive,imperfective
r-á-ɾɔ́ð-à,r,itive,imperfective
lə̀-ɾɔ̀ð-à,l,ventive,dependent
lə̀-ɾɔ̀ð-ɔ́,l,ventive,perfective
lə̀-ɾɔ̀ð-ɛ̀,l,itive,dependent
l-à-ɾɔ́ð-ɛ̀,l,itive,perfective
l-á-ɾɔ̀ð-ɔ́,l,ventive,imperfective
l-á-ɾɔ́ð-à,l,itive,imperfective
ŋə̀-ɾɔ̀ð-à,ŋ,ventive,dependent
ŋə̀-ɾɔ̀ð-ɔ́,ŋ,ventive,perfective
ŋə̀-ɾɔ̀ð-ɛ̀,ŋ,itive,dependent
ŋ-à-ɾɔ́ð-ɛ̀,ŋ,itive,perfective
ŋ-á-ɾɔ̀ð-ɔ́,ŋ,ventive,imperfective
ŋ-á-ɾɔ́ð-à,ŋ,itive,imperfective
ɲə̀-ɾɔ̀ð-à,ɲ,ventive,dependent
ɲə̀-ɾɔ̀ð-ɔ́,ɲ,ventive,perfective
ɲə̀-ɾɔ̀ð-ɛ̀,ɲ,itive,dependent
ɲ-à-ɾɔ́ð-ɛ̀,ɲ,itive,perfective
ɲ-á-ɾɔ̀ð-ɔ́,ɲ,ventive,imperfective
ɲ-á-ɾɔ́ð-à,ɲ,itive,imperfective
nə̀-ɾɔ̀ð-à,n,ventive,dependent
nə̀-ɾɔ̀ð-ɔ́,n,ventive,perfective
nə̀-ɾɔ̀ð-ɛ̀,n,itive,dependent
n-à-ɾɔ́ð-ɛ̀,n,itive,perfective
n-á-ɾɔ̀ð-ɔ́,n,ventive,imperfective
n-á-ɾɔ́ð-à,n,itive,imperfective
jə̀-ɾɔ̀ð-à,j,ventive,dependent
jə̀-ɾɔ̀ð-ɔ́,j,ventive,perfective
jə̀-ɾɔ̀ð-ɛ̀,j,itive,dependent
j-à-ɾɔ́ð-ɛ̀,j,itive,perfective
j-á-ɾɔ̀ð-ɔ́,j,ventive,imperfective
j-á-ɾɔ́ð-à,j,itive,imperfective
ðə̀-ɾɔ̀ð-à,ð,ventive,dependent
ðə̀-ɾɔ̀ð-ɔ́,ð,ventive,perfective
ðə̀-ɾɔ̀ð-ɛ̀,ð,itive,dependent
ðə́-ɾɔ́ð-á,ð,unmarked,infinitive
ð-à-ɾɔ́ð-ɛ̀,ð,itive,perfective
ð-á-ɾɔ̀ð-ɔ́,ð,ventive,imperfective
ð-á-ɾɔ́ð-à,ð,itive,imperfective
kə̀-ɾɔ̀ð-à,g,ventive,dependent
kə̀-ɾɔ̀ð-ɔ́,g,ventive,perfective
kə̀-ɾɔ̀ð-ɛ̀,g,itive,dependent
k-à-ɾɔ́ð-ɛ̀,g,itive,perfective
k-á-ɾɔ̀ð-ɔ́,g,ventive,imperfective
k-á-ɾɔ́ð-à,g,itive,imperfective
t̪ə̀-ɾɔ̀ð-à,t̪,ventive,dependent
t̪ə̀-ɾɔ̀ð-ɔ́,t̪,ventive,perfective
t̪ə̀-ɾɔ̀ð-ɛ̀,t̪,itive,dependent
t̪-à-ɾɔ́ð-ɛ̀,t̪,itive,perfective
t̪-á-ɾɔ̀ð-ɔ́,t̪,ventive,imperfective
t̪-á-ɾɔ́ð-à,t̪,itive,imperfective
aɾl,unmarked,unmarked,unmarked
àɾl̀-á,unmarked,ventive,imperative
áɾĺ-ɔ́,unmarked,itive,imperative
r-àɾl̀-à,r,ventive,dependent
r-àɾl̀-ɔ́,r,ventive,perfective
r-àɾl̀-ɛ̀,r,itive,dependent
r-à-áɾl̀-ɛ̀,r,itive,perfective
r-á-àɾl̀-ɔ́,r,ventive,imperfective
r-á-áɾl̀-à,r,itive,imperfective
l-àɾl̀-à,l,ventive,dependent
l-àɾl̀-ɔ́,l,ventive,perfective
l-àɾl̀-ɛ̀,l,itive,dependent
l-à-áɾl̀-ɛ̀,l,itive,perfective
l-á-àɾl̀-ɔ́,l,ventive,imperfective
l-á-áɾl̀-à,l,itive,imperfective
ŋ-àɾl̀-à,ŋ,ventive,dependent
ŋ-àɾl̀-ɔ́,ŋ,ventive,perfective
ŋ-àɾl̀-ɛ̀,ŋ,itive,dependent
ŋ-à-áɾl̀-ɛ̀,ŋ,itive,perfective
ŋ-á-àɾl̀-ɔ́,ŋ,ventive,imperfective
ŋ-á-áɾl̀-à,ŋ,itive,imperfective
ɲ-àɾl̀-à,ɲ,ventive,dependent
ɲ-àɾl̀-ɔ́,ɲ,ventive,perfective
ɲ-àɾl̀-ɛ̀,ɲ,itive,dependent
ɲ-à-áɾl̀-ɛ̀,ɲ,itive,perfective
ɲ-á-àɾl̀-ɔ́,ɲ,ventive,imperfective
ɲ-á-áɾl̀-à,ɲ,itive,imperfective
n-àɾl̀-à,n,ventive,dependent
n-àɾl̀-ɔ́,n,ventive,perfective
n-àɾl̀-ɛ̀,n,itive,dependent
n-à-áɾl̀-ɛ̀,n,itive,perfective
n-á-àɾl̀-ɔ́,n,ventive,imperfective
n-á-áɾl̀-à,n,itive,imperfective
j-àɾl̀-à,j,ventive,dependent
j-àɾl̀-ɔ́,j,ventive,perfective
j-àɾl̀-ɛ̀,j,itive,dependent
j-à-áɾl̀-ɛ̀,j,itive,perfective
j-á-àɾl̀-ɔ́,j,ventive,imperfective
j-á-áɾl̀-à,j,itive,imperfective
ð-àɾl̀-à,ð,ventive,dependent
ð-àɾl̀-ɔ́,ð,ventive,perfective
ð-àɾl̀-ɛ̀,ð,itive,dependent
ð-áɾĺ-á,ð,unmarked,infinitive
ð-à-áɾl̀-ɛ̀,ð,itive,perfective
ð-á-àɾl̀-ɔ́,ð,ventive,imperfective
ð-á-áɾl̀-à,ð,itive,imperfective
k-àɾl̀-à,g,ventive,dependent
k-àɾl̀-ɔ́,g,ventive,perfective
k-àɾl̀-ɛ̀,g,itive,dependent
k-à-áɾl̀-ɛ̀,g,itive,perfective
k-á-àɾl̀-ɔ́,g,ventive,imperfective
k-á-áɾl̀-à,g,itive,imperfective
t̪-àɾl̀-à,t̪,ventive,dependent
t̪-àɾl̀-ɔ́,t̪,ventive,perfective
t̪-àɾl̀-ɛ̀,t̪,itive,dependent
t̪-à-áɾl̀-ɛ̀,t̪,itive,perfective
t̪-á-àɾl̀-ɔ́,t̪,ventive,imperfective
t̪-á-áɾl̀-à,t̪,itive,imperfective
avəl,unmarked,unmarked,unmarked
àvə̀l-á,unmarked,ventive,imperative
ávə́l-ɔ́,unmarked,itive,imperative
r-àvə̀l-à,r,ventive,dependent
r-àvə̀l-ɔ́,r,ventive,perfective
r-àvə̀l-ɛ̀,r,itive,dependent
r-à-ávə̀l-ɛ̀,r,itive,perfective
r-á-àvə̀l-ɔ́,r,ventive,imperfective
r-á-ávə̀l-à,r,itive,imperfective
l-àvə̀l-à,l,ventive,dependent
l-àvə̀l-ɔ́,l,ventive,perfective
l-àvə̀l-ɛ̀,l,itive,dependent
l-à-ávə̀l-ɛ̀,l,itive,perfective
l-á-àvə̀l-ɔ́,l,ventive,imperfective
l-á-ávə̀l-à,l,itive,imperfective
ŋ-àvə̀l-à,ŋ,ventive,dependent
ŋ-àvə̀l-ɔ́,ŋ,ventive,perfective
ŋ-àvə̀l-ɛ̀,ŋ,itive,dependent
ŋ-à-ávə̀l-ɛ̀,ŋ,itive,perfective
ŋ-á-àvə̀l-ɔ́,ŋ,ventive,imperfective
ŋ-á-ávə̀l-à,ŋ,itive,imperfective
ɲ-àvə̀l-à,ɲ,ventive,dependent
ɲ-àvə̀l-ɔ́,ɲ,ventive,perfective
ɲ-àvə̀l-ɛ̀,ɲ,itive,dependent
ɲ-à-ávə̀l-ɛ̀,ɲ,itive,perfective
ɲ-á-àvə̀l-ɔ́,ɲ,ventive,imperfective
ɲ-á-ávə̀l-à,ɲ,itive,imperfective
n-àvə̀l-à,n,ventive,dependent
n-àvə̀l-ɔ́,n,ventive,perfective
n-àvə̀l-ɛ̀,n,itive,dependent
n-à-ávə̀l-ɛ̀,n,itive,perfective
n-á-àvə̀l-ɔ́,n,ventive,imperfective
n-á-ávə̀l-à,n,itive,imperfective
j-àvə̀l-à,j,ventive,dependent
j-àvə̀l-ɔ́,j,ventive,perfective
j-àvə̀l-ɛ̀,j,itive,dependent
j-à-ávə̀l-ɛ̀,j,itive,perfective
j-á-àvə̀l-ɔ́,j,ventive,imperfective
j-á-ávə̀l-à,j,itive,imperfective
ð-àvə̀l-à,ð,ventive,dependent
ð-àvə̀l-ɔ́,ð,ventive,perfective
ð-àvə̀l-ɛ̀,ð,itive,dependent
ð-ávə́l-á,ð,unmarked,infinitive
ð-à-ávə̀l-ɛ̀,ð,itive,perfective
ð-á-àvə̀l-ɔ́,ð,ventive,imperfective
ð-á-ávə̀l-à,ð,itive,imperfective
k-àvə̀l-à,g,ventive,dependent
k-àvə̀l-ɔ́,g,ventive,perfective
k-àvə̀l-ɛ̀,g,itive,dependent
k-à-ávə̀l-ɛ̀,g,itive,perfective
k-á-àvə̀l-ɔ́,g,ventive,imperfective
k-á-ávə̀l-à,g,itive,imperfective
t̪-àvə̀l-à,t̪,ventive,dependent
t̪-àvə̀l-ɔ́,t̪,ventive,perfective
t̪-àvə̀l-ɛ̀,t̪,itive,dependent
t̪-à-ávə̀l-ɛ̀,t̪,itive,perfective
t̪-á-àvə̀l-ɔ́,t̪,ventive,imperfective
t̪-á-ávə̀l-à,t̪,itive,imperfective
adij,unmarked,unmarked,unmarked
àdìj-á,unmarked,ventive,imperative
ádíj-ɔ́,unmarked,itive,imperative
r-àdìj-à,r,ventive,dependent
r-àdìj-ɔ́,r,ventive,perfective
r-àdìj-ɛ̀,r,itive,dependent
r-à-ádìj-ɛ̀,r,itive,perfective
r-á-àdìj-ɔ́,r,ventive,imperfective
r-á-ádìj-à,r,itive,imperfective
l-àdìj-à,l,ventive,dependent
l-àdìj-ɔ́,l,ventive,perfective
l-àdìj-ɛ̀,l,itive,dependent
l-à-ádìj-ɛ̀,l,itive,perfective
l-á-àdìj-ɔ́,l,ventive,imperfective
l-á-ádìj-à,l,itive,imperfective
ŋ-àdìj-à,ŋ,ventive,dependent
ŋ-àdìj-ɔ́,ŋ,ventive,perfective
ŋ-àdìj-ɛ̀,ŋ,itive,dependent
ŋ-à-ádìj-ɛ̀,ŋ,itive,perfective
ŋ-á-àdìj-ɔ́,ŋ,ventive,imperfective
ŋ-á-ádìj-à,ŋ,itive,imperfective
ɲ-àdìj-à,ɲ,ventive,dependent
ɲ-àdìj-ɔ́,ɲ,ventive,perfective
ɲ-àdìj-ɛ̀,ɲ,itive,dependent
ɲ-à-ádìj-ɛ̀,ɲ,itive,perfective
ɲ-á-àdìj-ɔ́,ɲ,ventive,imperfective
ɲ-á-ádìj-à,ɲ,itive,imperfective
n-àdìj-à,n,ventive,dependent
n-àdìj-ɔ́,n,ventive,perfective
n-àdìj-ɛ̀,n,itive,dependent
n-à-ádìj-ɛ̀,n,itive,perfective
n-á-àdìj-ɔ́,n,ventive,imperfective
n-á-ádìj-à,n,itive,imperfective
j-àdìj-à,j,ventive,dependent
j-àdìj-ɔ́,j,ventive,perfective
j-àdìj-ɛ̀,j,itive,dependent
j-à-ádìj-ɛ̀,j,itive,perfective
j-á-àdìj-ɔ́,j,ventive,imperfective
j-á-ádìj-à,j,itive,imperfective
ð-àdìj-à,ð,ventive,dependent
ð-àdìj-ɔ́,ð,ventive,perfective
ð-àdìj-ɛ̀,ð,itive,dependent
ð-ádíj-á,ð,unmarked,infinitive
ð-à-ádìj-ɛ̀,ð,itive,perfective
ð-á-àdìj-ɔ́,ð,ventive,imperfective
ð-á-ádìj-à,ð,itive,imperfective
k-àdìj-à,g,ventive,dependent
k-àdìj-ɔ́,g,ventive,perfective
k-àdìj-ɛ̀,g,itive,dependent
k-à-ádìj-ɛ̀,g,itive,perfective
k-á-àdìj-ɔ́,g,ventive,imperfective
k-á-ádìj-à,g,itive,imperfective
t̪-àdìj-à,t̪,ventive,dependent
t̪-àdìj-ɔ́,t̪,ventive,perfective
t̪-àdìj-ɛ̀,t̪,itive,dependent
t̪-à-ádìj-ɛ̀,t̪,itive,perfective
t̪-á-àdìj-ɔ́,t̪,ventive,imperfective
t̪-á-ádìj-à,t̪,itive,imperfective
dɔɽðat̪,unmarked,unmarked,unmarked
dɔ̀ɽðàt̪-á,unmarked,ventive,imperative
dɔ́ɽðát̪-ɔ́,unmarked,itive,imperative
rə̀-dɔ̀ɽðàt̪-à,r,ventive,dependent
rə̀-dɔ̀ɽðàt̪-ɔ́,r,ventive,perfective
rə̀-dɔ̀ɽðàt̪-ɛ̀,r,itive,dependent
r-à-dɔ́ɽðàt̪-ɛ̀,r,itive,perfective
r-á-dɔ̀ɽðàt̪-ɔ́,r,ventive,imperfective
r-á-dɔ́ɽðàt̪-à,r,itive,imperfective
lə̀-dɔ̀ɽðàt̪-à,l,ventive,dependent
lə̀-dɔ̀ɽðàt̪-ɔ́,l,ventive,perfective
lə̀-dɔ̀ɽðàt̪-ɛ̀,l,itive,dependent
l-à-dɔ́ɽðàt̪-ɛ̀,l,itive,perfective
l-á-dɔ̀ɽðàt̪-ɔ́,l,ventive,imperfective
l-á-dɔ́ɽðàt̪-à,l,itive,imperfective
ŋə̀-dɔ̀ɽðàt̪-à,ŋ,ventive,dependent
